6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
5,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
5,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
5,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
5,0.8
3
4,0.8
5,0.8
8,0.8
3
4,0.8
5,0.8
8,0.8
3
4,0.8
5,0.8
8,0.8
3
4,0.8
5,0.8
8,0.8
3
5,0.8
7,0.8
8,0.8
3
5,0.8
7,0.8
8,0.8
3
5,0.8
7,0.8
8,0.8
3
5,0.8
7,0.8
8,0.8
3
6,0.8
7,0.8
8,0.8
3
6,0.8
7,0.8
8,0.8
3
6,0.8
7,0.8
8,0.8
3
6,0.8
7,0.8
8,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
9
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
5,0.8
7,0.8
8,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
9
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
5,0.8
7,0.8
8,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
6,0.8
7,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
9
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
5,0.8
7,0.8
8,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
9
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
5,0.8
7,0.8
8,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
2,0.8
3,0.8
4,0.8
6,0.8
6
0,0.8
1,0.8
